Name,Title,Pad Layout,Difficulty,Rating,Arrow Count,Jump Count,Step Count,Duration,Stop Count,Min BPM,Max BPM,Absolute Rotation,Net Rotation,Absolute Distance,Jumps In Place,Jumps Half In Place,Jumps Full Move,Steps Repeated,Steps Marching,Steps Move,Mean Seconds Before: Jumps In Place,StdDev Seconds Before: Jumps In Place,Mean Beats Before: Jumps In Place,StdDev Beats Before: Jumps In Place,Mean Seconds Before: Jumps Half In Place,StdDev Seconds Before: Jumps Half In Place,Mean Beats Before: Jumps Half In Place,StdDev Beats Before: Jumps Half In Place,Mean Seconds Before: Jumps Full Move,StdDev Seconds Before: Jumps Full Move,Mean Beats Before: Jumps Full Move,StdDev Beats Before: Jumps Full Move,Mean Seconds Before: Steps Repeated,StdDev Seconds Before: Steps Repeated,Mean Beats Before: Steps Repeated,StdDev Beats Before: Steps Repeated,Mean Seconds Before: Steps Marching,StdDev Seconds Before: Steps Marching,Mean Beats Before: Steps Marching,StdDev Beats Before: Steps Marching,Mean Seconds Before: Steps Move,StdDev Seconds Before: Steps Move,Mean Beats Before: Steps Move,StdDev Beats Before: Steps Move
iFUTURELIST(DDR VERSION),AKIRA YAMAOKA,dance-single,Easy,4,139,10,129,84.00448023894609,0,149.992,149.992,58.90486225480861,13.351768777756622,82.73149339882613,3,6,1,39,31,49,0.533361779294894,0.18857186548256988,1.3333333333333333,0.4714045207910317,0.40002133447117255,3.1887118000420796E-15,1.0,0.0,0.4000213344711714,0.0,1.0,0.0,0.49233395011836567,0.16853900644090736,1.2307692307692308,0.4213250442347428,0.6193878727295566,0.2844720451978773,1.5483870967741935,0.7111421833886646,0.5959501513550106,0.2695257872673349,1.489795918367347,0.6737785313967012
iFUTURELIST(DDR VERSION),AKIRA YAMAOKA,dance-single,Medium,6,210,11,199,87.60467224918663,0,149.992,149.992,117.80972450961706,-15.707963267948966,108.18733752154205,5,6,0,41,45,102,0.40002133447117244,2.6586306569918105E-15,1.0,0.0,0.4000213344711708,4.882772979318051E-15,1.0,0.0,0.0,0.0,0.0,0.0,0.48173300950034437,0.4774111394130628,1.204268292682927,1.1934641937140686,0.3877984603623306,0.19125046645999022,0.9694444444444444,0.4781006660877811,0.359823112134608,0.16673033657005198,0.8995098039215687,0.4168036107135868
iFUTURELIST(DDR VERSION),AKIRA YAMAOKA,dance-single,Hard,8,317,33,284,89.4547709211158,0,149.992,149.992,201.84732799314375,-35.34291735288519,158.39191898578733,7,21,5,42,63,146,0.38216323918228107,0.04374322123578427,0.9553571428571429,0.10935222065996329,0.39406863604154163,0.026621276676420745,0.9851190476190477,0.06654964218749378,0.3750200010667246,0.05000266680889798,0.9375,0.125,0.42502266787561993,0.44673802037193544,1.0625,1.1167854858604545,0.257156572160039,0.12251573138365428,0.6428571428571429,0.3062729930282842,0.2570342564388821,0.1183475568467288,0.6425513698630136,0.29585311244257567
iFUTURELIST(DDR VERSION),AKIRA YAMAOKA,dance-double,Easy,4,160,6,154,87.60467224918663,0,149.992,149.992,106.82579694998829,-3.926990816987235,268.59216879572296,0,5,1,38,21,89,0.0,0.0,0.0,0.0,0.4800256013654064,0.1600085337884664,1.2,0.4000000000000001,0.4000213344711696,0.0,1.0,0.0,0.5895051244838323,0.47452752580143104,1.4736842105263157,1.1862555441668041,0.5143131443200785,0.2188521538877512,1.2857142857142858,0.5471012044321932,0.5438492300113684,0.22634336714313202,1.3595505617977528,0.5658282387422098
iFUTURELIST(DDR VERSION),AKIRA YAMAOKA,dance-double,Medium,6,200,14,186,88.0046935836578,0,149.992,149.992,139.80505716074774,3.926990816987244,343.8124987947462,5,9,0,30,27,115,0.40002133447117105,1.7406087768693023E-15,1.0,0.0,0.4000213344711708,5.296105184825656E-15,1.0,0.0,0.0,0.0,0.0,0.0,0.3666862232652406,0.1362260436670125,0.9166666666666666,0.3405469456950426,0.4592837543928272,0.22404775861877874,1.1481481481481481,0.5600895235124671,0.41480473161467185,0.3197978172650633,1.0369565217391303,0.7994519034536911
iFUTURELIST(DDR VERSION),AKIRA YAMAOKA,dance-double,Hard,8,313,31,282,89.4547709211158,0,149.992,149.992,209.83327795557332,8.63937979737194,486.57952216519993,9,19,3,37,43,171,0.3722420751328958,0.051970235451085305,0.9305555555555556,0.12991865926298407,0.4000213344711725,4.472044376978563E-15,1.0,0.0,0.4000213344711752,2.093538385630138E-15,1.0,0.0,0.3554243613713447,0.1580298875388413,0.8885135135135135,0.39505364819543176,0.25059476040272566,0.1099065002202006,0.626453488372093,0.27475159635047364,0.2802781060603933,0.2525186138972165,0.7006578947368421,0.6312628655945235
iFUTURELIST(DDR VERSION),AKIRA YAMAOKA,dance-single,Beginner,1,93,5,88,88.0046935836578,0,149.992,149.992,22.776546738526008,-8.63937979737193,49.49747468305827,1,2,2,50,14,19,1.200064003413516,0.0,3.0,0.0,1.200064003413516,0.0,3.0,0.0,1.600085337884682,3.552713678800501E-15,4.0,0.0,0.7360392554269564,0.433502070003011,1.84,1.0836973747315248,1.428647623111328,0.24909322460287533,3.5714285714285716,0.6226998490772392,1.452709056763729,0.506166586295325,3.6315789473684212,1.2653489768601376
iFUTURELIST(DDR VERSION),AKIRA YAMAOKA,dance-single,Challenge,9,406,57,349,89.4547709211158,0,149.992,149.992,244.2588288166058,-19.63495408493622,176.06958851545116,15,37,5,47,67,178,0.32335057869752937,0.11272493478926099,0.8083333333333333,0.28179730698184857,0.308800253130619,0.09747595251132324,0.7719594594594594,0.24367688448463928,0.45002400128007025,0.10000533361779063,1.125,0.25,0.28192992987994836,0.06139279788363213,0.7047872340425532,0.15347380900269691,0.192547582637243,0.09224233686336461,0.48134328358208955,0.23059354318016428,0.23259667481891144,0.2496592581100594,0.5814606741573034,0.6241148573740669
iFUTURELIST(DDR VERSION),AKIRA YAMAOKA,dance-double,Challenge,9,406,57,349,89.4547709211158,0,149.992,149.992,232.33767731282632,38.48451000647494,621.268746870875,20,34,3,51,65,176,0.3487686009920531,0.1026197386301794,0.871875,0.2565356639436318,0.3044280008659296,0.11205090339406583,0.7610294117647058,0.28011231836471245,0.40002133447117555,1.6748675057045027E-15,1.0,0.0,0.29266266749912967,0.09655013500035568,0.7316176470588235,0.24136246414955664,0.2015492108297057,0.10189875391364506,0.5038461538461538,0.25473329828359276,0.22458584154791253,0.24605385120521822,0.5614346590909091,0.6151018208328829
HEAVEN IS A PLACE ON EARTH,JULIA,dance-single,Beginner,1,79,4,75,83.46344925479063,0,140.9,140.9,30.6305283725005,-2.356194490192345,60.104076400856464,2,2,0,39,10,22,1.0645848119233499,0.2129169623846714,2.5,0.5,1.0645848119233499,0.2129169623846714,2.5,0.5,0.0,0.0,0.0,0.0,0.655129115029753,0.2331621608785561,1.5384615384615385,0.5475424744631442,1.1923349893541533,0.3712334089601712,2.8,0.8717797887081347,1.1420091618814125,0.5797140124603631,2.6818181818181817,1.3613617392610846
HEAVEN IS A PLACE ON EARTH,JULIA,dance-single,Easy,4,139,1,138,80.48261178140524,0,140.9,140.9,80.89601082993714,19.63495408493621,97.58073580374375,1,0,0,21,44,72,0.4258339247693357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5475007604177238,0.19237215817712977,1.2857142857142858,0.45175395145262565,0.49358023098264386,0.15575337382506416,1.1590909090909092,0.3657608395325248,0.4790631653655072,0.17293815374039978,1.125,0.4061164310337068
HEAVEN IS A PLACE ON EARTH,JULIA,dance-single,Medium,6,232,20,212,83.46344925479063,0,140.9,140.9,120.16591899980938,5.497787143782139,111.72287142747481,12,6,2,26,61,105,0.28388928317956097,0.10037001862122814,0.6666666666666666,0.23570226039551587,0.3903477643718946,0.07934946690914876,0.9166666666666666,0.18633899812498247,1.0645848119233499,0.2129169623846714,2.5,0.5,0.42583392476934007,3.41656453831532E-15,1.0,0.0,0.3630059686558308,0.13545433625940212,0.8524590163934426,0.31809193298249616,0.37108384872756733,0.3514325715241193,0.8714285714285714,0.8252808221291396
HEAVEN IS A PLACE ON EARTH,JULIA,dance-single,Hard,8,306,19,287,83.46344925479063,0,140.9,140.9,209.7013096271182,-30.630528372500507,140.7142494561235,2,13,4,15,61,192,0.31937544357700887,0.10645848119233392,0.75,0.25,0.34394278539062123,0.1035850082492234,0.8076923076923077,0.24325212770525997,0.39921930447125487,0.04609787458043402,0.9375,0.10825317547305482,0.5393896380411639,0.7671579342439548,1.2666666666666666,1.8015425489162205,0.22513350940674087,0.05485660209718028,0.5286885245901639,0.12882158725821077,0.25561124911284605,0.07532446608832036,0.6002604166666666,0.1768869545307385
HEAVEN IS A PLACE ON EARTH,JULIA,dance-single,Challenge,9,334,21,313,83.46344925479063,0,140.9,140.9,222.26768024147736,3.9269908169872423,160.513239329347,6,13,2,15,96,181,0.35486160397444994,0.15869893381829356,0.8333333333333334,0.372677996249965,0.3603210132663645,0.09826936725446445,0.8461538461538461,0.23076923076923078,0.42583392476933746,1.7763568394002505E-15,1.0,0.0,0.3193754435770051,0.16944409348918876,0.75,0.39791121287711073,0.2350958126330732,0.09829009850142095,0.5520833333333334,0.23081791464750337,0.2711456344180465,0.25282622568620744,0.6367403314917127,0.5937202533197773
HEAVEN IS A PLACE ON EARTH,JULIA,dance-double,Easy,4,139,1,138,80.48261178140524,0,140.9,140.9,107.23984138586539,16.493361431346422,285.3622870960219,1,0,0,12,17,108,0.4258339247693357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5322924059616768,0.18439149832174212,1.25,0.4330127018922193,0.4258339247693404,4.174467231253019E-15,1.0,0.0,0.5007491522750568,0.18167346476631585,1.1759259259259258,0.4266298530928996
HEAVEN IS A PLACE ON EARTH,JULIA,dance-double,Medium,7,231,20,211,83.46344925479063,0,140.9,140.9,146.33695245702086,10.21017612416683,391.7511481388832,14,5,1,27,38,126,0.3193754435770048,0.17539129972631187,0.75,0.411877235523957,0.42583392476934206,4.713220380009844E-15,1.0,0.0,1.2775017743080213,0.0,3.0,0.0,0.47314880529926606,0.24125949910540692,1.1111111111111112,0.5665577237325315,0.3585969892794436,0.13020376570119513,0.8421052631578947,0.3057618431216381,0.3633106897833654,0.3071053830652233,0.8531746031746031,0.7211858078981658
HEAVEN IS A PLACE ON EARTH,JULIA,dance-double,Hard,8,309,15,294,83.46344925479063,0,140.9,140.9,242.51810771616775,8.961130351768576,496.6224119675147,5,8,2,10,55,214,0.2555003548616043,0.08516678495386927,0.6,0.20000000000000004,0.3726046841731747,0.09219574916086841,0.875,0.21650635094610965,0.4258339247693357,0.0,1.0,0.0,0.34066713981547314,0.0425833924769357,0.8,0.09999999999999999,0.24001548486999078,0.05819715999111965,0.5636363636363636,0.13666633071248102,0.2571917512917627,0.22594812325767263,0.6039719626168224,0.5306015094501011
HEAVEN IS A PLACE ON EARTH,JULIA,dance-double,Challenge,9,326,21,305,83.46344925479063,0,140.9,140.9,224.55960856922846,30.630528372500496,532.8362617920585,8,13,0,16,62,206,0.2661462029808357,0.09219574916087059,0.625,0.21650635094610965,0.4258339247693406,0.08351290353648425,1.0,0.19611613513818404,0.0,0.0,0.0,0.0,0.31272178850248367,0.1617536255475056,0.734375,0.3798514306607256,0.23695597426680953,0.11696274891316004,0.5564516129032258,0.2746675220310711,0.272347667904663,0.23651823632092536,0.6395631067961165,0.5554236582936412
DoLL,TËЯRA,dance-single,Easy,4,181,4,177,98.82352941176471,0,170.0,170.0,113.88273369262984,13.351768777756622,107.4802307403555,1,2,1,13,56,104,0.7058823529411811,0.0,2.0,0.0,0.7058823529411811,7.105427357601002E-15,2.0,0.0,0.7058823529411882,0.0,2.0,0.0,0.62443438914027,0.37026737638875434,1.7692307692307692,1.0490908997681427,0.42226890756302504,0.14022224030222896,1.1964285714285714,0.397296347522982,0.4343891402714934,0.14870295678873313,1.2307692307692308,0.4213250442347432
DoLL,TËЯRA,dance-single,Medium,6,197,10,187,99.3529411764706,0,170.0,170.0,96.603974097886,-18.06415775814132,135.05739520663107,1,6,3,42,47,88,0.3529411764705941,0.0,1.0,0.0,0.35294117647058815,4.882772979318051E-15,1.0,0.0,0.35294117647058937,3.349581687916012E-15,1.0,0.0,0.40126050420168147,0.1908067345320918,1.1369047619047619,0.5406190811742637,0.34730913642052597,0.18238304667635738,0.9840425531914894,0.5167519655830125,0.36096256684491973,0.143041881017062,1.0227272727272727,0.40528532954834073
DoLL,TËЯRA,dance-single,Hard,8,336,22,314,104.33823529411765,0,170.0,170.0,223.83847656827223,-30.63052837250048,171.82694782833184,3,16,3,22,74,196,0.32352941176470534,0.041594516540384166,0.9166666666666666,0.11785113019775792,0.41911764705882204,0.08543345616633977,1.1875,0.24206145913796356,0.4705882352941207,0.08318903308076833,1.3333333333333333,0.23570226039551584,0.5213903743315496,1.1242830653321225,1.4772727272727273,3.18546868510768,0.2465222575516697,0.14988940682946217,0.6984797297297297,0.4246866526834747,0.2326305522208884,0.12393097421720087,0.6591198979591837,0.35113776028206967
DoLL,TËЯRA,dance-double,Easy,4,180,0,180,94.23529411764706,0,170.0,170.0,117.98957800940963,-35.021166798488544,349.7003335053782,0,0,0,19,52,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5572755417956646,0.1742569322535022,1.5789473684210527,0.4937279747182558,0.3868778280542993,0.10404780350739443,1.0961538461538463,0.29480210993761335,0.44036697247706413,0.1523577811896628,1.2477064220183487,0.431680380037379
DoLL,TËЯRA,dance-double,Medium,6,188,13,175,99.3529411764706,0,170.0,170.0,109.92902690753198,3.1415926535897922,445.8346836107454,6,7,0,28,36,98,0.41176470588235264,0.1315334104411631,1.1666666666666667,0.3726779962499649,0.5546218487394938,0.3705110535302273,1.5714285714285714,1.049781318335648,0.0,0.0,0.0,0.0,0.4191176470588241,0.21435521611389552,1.1875,0.6073397789893703,0.3529411764705886,0.1315334104411639,1.0,0.37267799624996495,0.3637454981992801,0.09703860925791748,1.030612244897959,0.2749427262307644
DoLL,TËЯRA,dance-double,Hard,9,369,31,338,104.33823529411765,0,170.0,170.0,264.3194740653547,-8.639379797371923,624.3420766130306,9,20,2,22,55,230,0.22549019607843157,0.11091871077436098,0.6388888888888888,0.3142696805273545,0.42352941176470527,0.10289915108550526,1.2,0.2915475947422651,0.352941176470587,7.105427357601002E-15,1.0,0.0,0.28074866310160423,0.16536519888840803,0.7954545454545454,0.4685347301838252,0.3020053475935827,0.19801058441679126,0.8556818181818182,0.5610299891809085,0.2467710997442455,0.3688824027438137,0.6991847826086957,1.0451668077741325
DoLL,TËЯRA,dance-single,Beginner,1,121,0,121,104.47058823529413,0,170.0,170.0,62.04645490839844,-43.19689898685968,77.78174593052026,0,0,0,51,22,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020761245674745,0.24506479182873012,1.7058823529411764,0.6943502435147361,0.8983957219251326,0.3143730151165578,2.5454545454545454,0.8907235428302467,1.2426470588235297,0.720400635844089,3.5208333333333335,2.041135134891586
DoLL,TËЯRA,dance-single,Challenge,9,431,48,383,103.27941176470588,0,170.0,170.0,283.5287369864787,-8.63937979737193,190.21172413918222,1,32,15,21,76,238,0.3529411764705941,0.0,1.0,0.0,0.31158088235294146,0.0853889479808938,0.8828125,0.2419353526125316,0.35294117647058804,4.143155386553304E-15,1.0,0.0,0.2731092436974793,0.1762703946504464,0.7738095238095238,0.4994327848429293,0.20578560371517016,0.12236857251005467,0.5830592105263158,0.34671095544515546,0.19213420662382596,0.07417377416241415,0.5443802521008403,0.21015902679350554
DoLL,TËЯRA,dance-double,Challenge,9,447,25,422,104.33823529411765,0,170.0,170.0,313.7155861307406,18.604577258411922,733.8364793068497,7,14,4,44,54,299,0.26470588235294024,0.08169000880346096,0.75,0.23145502494313785,0.3277310924369757,0.06175184225503726,0.9285714285714286,0.1749635530559413,0.3308823529411793,0.03820700310813815,0.9375,0.10825317547305482,0.2727272727272728,0.11414638612907378,0.7727272727272727,0.32341476069903885,0.20261437908496707,0.1239193537625068,0.5740740740740741,0.35110483566043715,0.21468620893173318,0.33697324129148093,0.6082775919732442,0.9547575169925209
LE FREAK,CHIC,dance-single,Beginner,1,72,2,70,88.38438407090074,0,117.6,119.0,16.493361431346415,13.35176877775662,44.54772721475245,1,0,1,34,20,14,1.0084033613445413,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.04081632653061,0.0,4.0,0.0,1.1055777809951852,0.28775004559609246,2.176470588235294,0.5672735741760558,1.6258459678521462,0.5940342181291008,3.2,1.1661903789690604,1.232057320882028,0.4169905488387412,2.4285714285714284,0.8206518066482897
LE FREAK,CHIC,dance-single,Easy,3,96,7,89,88.38438407090074,0,117.6,119.0,58.90486225480859,0.7853981633974483,70.71067811865473,2,4,1,7,25,50,1.0143883658314894,0.0042873557304798915,2.0,0.0,1.011820275777131,0.6168108649647696,2.0,1.224744871391589,0.5093378607809882,0.0,1.0,0.0,0.50774292292522,0.001739943817141784,1.0,0.0,0.6302395513343916,0.2171661669954857,1.24,0.42708313008125237,0.8527334694369008,0.29427103265297055,1.68,0.5810335618533581
LE FREAK,CHIC,dance-single,Medium,4,158,9,149,93.43488912140579,0,117.6,119.0,87.17919613711666,-5.497787143782137,80.61017305526647,0,5,4,19,46,75,0.0,0.0,0.0,0.0,0.5074531536131446,0.00232383991386331,1.0,0.0,0.5071941829157449,0.0021436778652397237,1.0,0.0,0.6145345093325555,0.35033462227732043,1.2105263157894737,0.6942582083301534,0.6404088426567394,0.22301702266609974,1.2608695652173914,0.43910891036356847,0.5889938220052733,0.18597893183164438,1.16,0.36660605559646764
LE FREAK,CHIC,dance-single,Hard,6,239,22,217,93.43488912140579,0,117.6,119.0,146.86945655532256,52.62167694762906,109.60155108391515,1,16,5,12,59,124,0.2546689303904941,0.0,0.5,0.0,0.4917068787089003,0.22818748116211035,0.96875,0.4496092053105675,0.4057553463325959,0.12337147527166961,0.8,0.2449489742783178,0.5922970765649908,0.46461162674944206,1.1666666666666667,0.9204467514322718,0.4259612457573953,0.21591598449557328,0.8389830508474576,0.4262636047443828,0.4156872126960336,0.1684103113305111,0.8185483870967742,0.33199468891104317
LE FREAK,CHIC,dance-double,Easy,2,96,6,90,88.38438407090074,0,117.6,119.0,63.759148289797466,32.98672286269284,170.7998426574538,4,1,1,8,21,55,0.7614387011171182,0.25212699948883116,1.5,0.5,0.5093378607809882,0.0,1.0,0.0,2.0202020202020203,0.0,4.0,0.0,0.5710735242107636,0.16691317297057046,1.125,0.33071891388307384,0.7738431115398509,0.253112743215742,1.5238095238095237,0.4994327848429292,0.7846608347512976,0.3028156997425248,1.5454545454545454,0.597515517278363
LE FREAK,CHIC,dance-double,Medium,4,151,9,142,93.43488912140579,0,117.6,119.0,93.17858733508794,0.7853981633974474,278.80690402954406,4,2,3,24,30,79,0.5080538157538044,0.0022240312262803356,1.0,0.0,0.5093378607809775,3.552713678800501E-15,1.0,0.0,0.5064796236273329,0.0020210788735890222,1.0,0.0,0.6984438697617833,0.3517140946517452,1.375,0.6959705453537527,0.6262369270362746,0.21495262724776915,1.2333333333333334,0.4229525846816505,0.5782372441758346,0.17541696173473728,1.139240506329114,0.34619732483993276
LE FREAK,CHIC,dance-double,Hard,6,234,23,211,93.43488912140579,0,117.6,119.0,159.500093332123,9.424777960769376,355.8500634632993,4,11,8,14,34,140,0.44331112919067106,0.10892159458379579,0.875,0.21650635094610965,0.6681259347288873,0.4967259109113689,1.3181818181818181,0.9833321660356332,0.5083698529393015,0.0012298029382521933,1.0,0.0,0.6526395829978922,0.20814135644328483,1.2857142857142858,0.410325903324145,0.41821065770343707,0.16166353795505595,0.8235294117647058,0.3181368772468225,0.40447427429005767,0.18909565038905404,0.7964285714285714,0.37271412144769994
EternuS,Sanxion7,dance-single,Beginner,1,73,4,69,87.42857142857143,0,140.0,140.0,46.33849164044947,3.9269908169872414,33.94112549695426,3,0,1,18,4,43,0.8571428571428589,3.3497350114090054E-15,2.0,0.0,0.0,0.0,0.0,0.0,3.4285714285714306,0.0,8.0,0.0,1.1904761904761907,0.6476890718445446,2.7777777777777777,1.5112745009706046,0.8571428571428603,1.538370149106851E-15,2.0,0.0,1.395348837209302,0.5236116492982206,3.255813953488372,1.2217605150291815
EternuS,Sanxion7,dance-single,Easy,4,158,1,157,86.14285714285715,0,140.0,140.0,120.1659189998094,-18.064157758141313,86.2670273047589,1,0,0,18,30,108,0.4285714285714306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571411,0.21428571428571608,1.5,0.5,0.47142857142857203,0.12857142857142811,1.1,0.3,0.511904761904762,0.16961674819970218,1.1944444444444444,0.3957724124659725
EternuS,Sanxion7,dance-single,Medium,6,240,29,211,87.0,0,140.0,140.0,157.07963267948932,-20.42035224833366,112.42997820866137,4,21,4,7,47,128,0.42857142857142794,2.945754565036118E-15,1.0,0.0,0.48979591836734737,0.2738042421428315,1.1428571428571428,0.63887656499994,0.4285714285714297,1.538370149106851E-15,1.0,0.0,0.4081632653061216,0.09126808071427694,0.9523809523809531,0.2129588549999833,0.31914893617021256,0.11494024559993414,0.7446808510638289,0.268193906399844,0.3738839285714287,0.292944833207438,0.8723958333333335,0.6835379441506878
EternuS,Sanxion7,dance-single,Hard,9,359,8,351,87.42857142857143,0,140.0,140.0,228.5508655486569,-3.9269908169872494,185.26197667087635,1,6,1,60,84,199,0.4285714285714306,0.0,1.0,0.0,0.3333333333333333,0.13468700594029262,0.7777777777777786,0.3142696805273534,0.2857142857142918,0.0,0.6666666666666572,0.0,0.3047619047619044,0.12901159222994335,0.7111111111111083,0.30102704853653517,0.18537414965986448,0.09029635341808309,0.43253968253968234,0.21069149130886122,0.24120603015075362,0.25832134374204724,0.5628140703517595,0.6027498020647768
EternuS,Sanxion7,dance-double,Easy,4,158,1,157,86.14285714285715,0,140.0,140.0,128.05785707897226,2.677945044588977,275.9407090093453,1,0,0,15,26,115,0.4285714285714306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285694,0.20203050891044344,1.3333333333333333,0.47140452079103173,0.46153846153846073,0.11420115214739786,1.0769230769230769,0.26646935501059654,0.521739130434783,0.17677328535102682,1.2173913043478262,0.4124709991523971
EternuS,Sanxion7,dance-double,Medium,6,226,20,206,87.0,0,140.0,140.0,144.5983556092266,20.420352248333653,382.7776758879729,5,14,1,13,54,119,0.42857142857142866,2.774780296613322E-15,1.0,0.0,0.4285714285714288,3.972054645195637E-15,1.0,0.0,0.4285714285714306,0.0,1.0,0.0,0.3406593406593411,0.06950060791578955,0.7948717948717932,0.16216808513684133,0.33862433862433794,0.12076944138109375,0.7901234567901235,0.28179536322255044,0.3697478991596642,0.3039847209703031,0.8627450980392158,0.7092976822640409
EternuS,Sanxion7,dance-double,Hard,9,391,20,371,87.42857142857143,0,140.0,140.0,280.75849806040947,6.283185307179584,594.1722473495247,3,15,2,19,67,265,0.3333333333333357,0.13468700594029429,0.7777777777777809,0.31426968052734994,0.37142857142857305,0.1256276757930731,0.8666666666666686,0.29313124351717396,0.4285714285714297,8.881784197001252E-16,1.0,0.0,0.30075187969924855,0.04384174357026596,0.7017543859649098,0.10229740166395349,0.17697228144989327,0.08581924007461868,0.4129353233830849,0.200244893507443,0.2431266846361185,0.22908450779964618,0.5672955974842766,0.5345305181991739
Every Little Step,Bobby Brown,dance-single,Beginner,1,64,0,64,73.34963325183374,0,98.16,98.16,33.77212102609029,8.639379797371927,29.698484809834977,0,0,0,25,5,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271393643031785,1.8125919797408938,2.08,2.9654004788561035,1.2224938875305624,2.8435583831733384E-15,2.0,0.0,1.330360995253847,0.3134545479318766,2.176470588235294,0.5128116404165499
Every Little Step,Bobby Brown,dance-single,Easy,2,81,1,80,73.34963325183374,0,98.16,98.16,43.196898986859644,10.210176124166829,35.35533905932735,1,0,0,13,19,47,0.6112469437652805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.410569870227572,2.4259250215374144,2.3076923076923075,3.96881333523521,0.8364431862051211,0.2948510934857703,1.368421052631579,0.4823763889427201,1.0274150756905793,0.28493084196283924,1.6808510638297873,0.4661468574512053
Every Little Step,Bobby Brown,dance-single,Hard,6,190,12,178,78.239608801956,0,98.16,98.16,128.01990063378383,-2.3561944901923457,82.73149339882613,3,4,5,8,35,123,0.3056234718826403,0.0,0.5,0.0,0.38202933985330123,0.13233884532158433,0.625,0.21650635094610965,0.4889975550122244,0.14972431190606209,0.8,0.2449489742783178,0.3056234718826403,0.0,0.5,0.0,0.3929444638491096,0.1380666110796528,0.6428571428571429,0.22587697572631282,0.5044029657900491,0.42510181065245345,0.8252032520325203,0.6954665622274139
Every Little Step,Bobby Brown,dance-single,Medium,3,129,13,116,78.239608801956,0,98.16,98.16,87.17919613711668,-14.922565104551522,57.27564927611028,1,8,4,6,20,77,0.6112469437652805,0.0,1.0,0.0,0.6112469437652805,0.0,1.0,0.0,0.6112469437652805,0.0,1.0,0.0,1.018744906275468,0.2881445726106552,1.6666666666666667,0.47140452079103173,0.6723716381418092,0.18337408312958509,1.1,0.3,0.7223827517226051,0.5092882523845113,1.1818181818181819,0.8331955809010615
Every Little Step,Bobby Brown,dance-double,Easy,2,98,2,96,73.34963325183374,0,98.16,98.16,78.61572923012143,-7.853981633974479,155.0155389631154,1,1,0,16,15,63,0.6112469437652805,0.0,1.0,0.0,0.6112469437652805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1842909535452328,2.2193899065216716,1.9375,3.6309218870694533,0.7334963325183367,0.2444987775061122,1.2,0.4,0.8246982574610937,0.29139320482945624,1.3492063492063493,0.47671928310099054
Every Little Step,Bobby Brown,dance-double,Medium,4,134,8,126,78.239608801956,0,98.16,98.16,117.88563739999375,18.849555921538755,213.27772756476813,1,4,3,10,16,92,0.6112469437652841,0.0,1.0,0.0,0.6112469437652805,0.0,1.0,0.0,0.6112469437652805,0.0,1.0,0.0,0.36674816625916834,0.1222493887530561,0.6,0.20000000000000004,0.5921454767726169,0.2012464424062654,0.96875,0.32923917977664807,0.7075847772935049,0.48518178227978775,1.1576086956521738,0.7937573958097323
Every Little Step,Bobby Brown,dance-double,Hard,6,194,18,176,78.239608801956,0,98.16,98.16,178.79691587155884,-43.196898986859686,281.2759021520205,4,12,2,5,19,134,0.3056234718826403,0.0,0.5,0.0,0.5093724531377344,0.1440722863053278,0.8333333333333334,0.23570226039551584,0.6112469437652805,0.0,1.0,0.0,0.3056234718826403,0.0,0.5,0.0,0.643417835542401,1.0106986277444996,1.0526315789473684,1.6535029549900004,0.45387366346750363,0.15274363801639615,0.7425373134328358,0.24988859179482398
Can't Stop the Rain,Cascada,dance-single,Beginner,1,70,1,69,92.95774647887325,0,142.0,142.0,33.77212102609029,-2.356194490192345,37.47665940288699,0,1,0,32,8,28,0.0,0.0,0.0,0.0,2.1126760563380316,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.8582746478873244,0.4020247538988993,2.03125,0.9514585842273956,1.267605633802815,0.42253521126760396,3.0,1.0,1.614688128772636,0.8147495967822785,3.8214285714285716,1.928240712384728
Can't Stop the Rain,Cascada,dance-single,Easy,3,139,3,136,92.95774647887325,0,142.0,142.0,90.32078879070646,25.918139392115798,70.00357133746817,1,1,1,17,30,86,0.8450704225352084,0.0,2.0,0.0,1.6901408450704167,0.0,4.0,0.0,1.690140845070431,0.0,4.0,0.0,0.6959403479701742,1.093620546810273,1.6470588235294117,2.588235294117646,0.6760563380281686,0.3380281690140844,1.6,0.8,0.7075008188666886,0.3250147803840397,1.6744186046511629,0.7692016469088943
